rowId,name,family,subfamily,classification,similarity,minSimilarity,isPassing,width,height,matchingPixels,totalPixels,maxDiff,meanDiff,fallbackReason,referencePath,generatedPath,diffPath,noScoreCause
HSL_duck,HSL_duck,COMPOSITE,composite-advanced-blend-gated,expected-unsupported,23.26474861958733,0.0,true,1110,620,160108,688200,255/255/255/0,129.31/152.49/174.1/0.0,unsupported.composition.advanced_blend,images/reference/HSL_duck.png,images/generated/HSL_duck.png,images/diff/HSL_duck.png,
imagefilter_composed_transform,imagefilter_composed_transform,COMPOSITE,composite-image-filter-gated,expected-unsupported,74.57275390625,0.0,true,512,512,195488,262144,241/244/252/0,116.03/124.42/139.92/0.0,unsupported.composition.image_filter_dag,images/reference/imagefilter_composed_transform.png,images/generated/imagefilter_composed_transform.png,images/diff/imagefilter_composed_transform.png,
imagefilter_convolve_subset,imagefilter_convolve_subset,COMPOSITE,composite-image-filter-gated,expected-unsupported,32.177083333333336,0.0,true,160,180,9267,28800,255/255/255/0,184.07/173.19/171.63/0.0,unsupported.composition.image_filter_dag,images/reference/imagefilter_convolve_subset.png,images/generated/imagefilter_convolve_subset.png,images/diff/imagefilter_convolve_subset.png,
imagefiltersbase,imagefiltersbase,COMPOSITE,composite-image-filter-gated,expected-unsupported,64.49085714285714,0.0,true,700,500,256680,350000,255/255/255/0,51.69/146.54/108.26/0.0,unsupported.composition.image_filter_dag,images/reference/imagefiltersbase.png,images/generated/imagefiltersbase.png,images/diff/imagefiltersbase.png,
imagefiltersclipped,imagefiltersclipped,COMPOSITE,composite-image-filter-gated,expected-unsupported,73.79837209302326,0.0,true,860,500,314506,430000,255/255/255/0,139.4/144.82/139.16/0.0,unsupported.composition.image_filter_dag,images/reference/imagefiltersclipped.png,images/generated/imagefiltersclipped.png,images/diff/imagefiltersclipped.png,
imagefilterscropped,imagefilterscropped,COMPOSITE,composite-image-filter-gated,expected-unsupported,29.89921875,0.0,true,400,960,114813,384000,255/255/255/0,123.1/131.35/127.25/0.0,unsupported.composition.image_filter_dag,images/reference/imagefilterscropped.png,images/generated/imagefilterscropped.png,images/diff/imagefilterscropped.png,
imagefilters_effect_order,imagefilters_effect_order,COMPOSITE,composite-image-filter-gated,expected-unsupported,1.021575927734375,0.0,true,512,512,2672,262144,255/255/255/0,192.88/187.39/205.08/0.0,unsupported.composition.image_filter_dag,images/reference/imagefilters_effect_order.png,images/generated/imagefilters_effect_order.png,images/diff/imagefilters_effect_order.png,
imagefiltersstroked,imagefiltersstroked,COMPOSITE,composite-image-filter-gated,expected-unsupported,89.04581395348838,0.0,true,860,500,390382,430000,255/255/255/0,109.3/136.09/109.3/0.0,unsupported.composition.image_filter_dag,images/reference/imagefiltersstroked.png,images/generated/imagefiltersstroked.png,images/diff/imagefiltersstroked.png,
imagefilter_matrix_localmatrix,imagefilter_matrix_localmatrix,COMPOSITE,composite-image-filter-gated,expected-unsupported,74.76692199707031,0.0,true,512,512,195997,262144,240/251/255/0,116.95/125.41/141.01/0.0,unsupported.composition.image_filter_dag,images/reference/imagefilter_matrix_localmatrix.png,images/generated/imagefilter_matrix_localmatrix.png,images/diff/imagefilter_matrix_localmatrix.png,
imagefilterstransformed,imagefilterstransformed,COMPOSITE,composite-image-filter-gated,expected-unsupported,2.9990079365079367,0.0,true,420,240,3023,100800,255/255/255/0,219.73/215.35/219.73/0.0,unsupported.composition.image_filter_dag,images/reference/imagefilterstransformed.png,images/generated/imagefilterstransformed.png,images/diff/imagefilterstransformed.png,
imagefiltersunpremul,imagefiltersunpremul,COMPOSITE,composite-image-filter-gated,expected-unsupported,0.0,0.0,true,64,64,0,4096,205/0/0/0,205.0/0.0/0.0/0.0,unsupported.composition.image_filter_dag,images/reference/imagefiltersunpremul.png,images/generated/imagefiltersunpremul.png,images/diff/imagefiltersunpremul.png,
imagefilters_xfermodes,imagefilters_xfermodes,COMPOSITE,composite-image-filter-gated,expected-unsupported,56.76953125000001,0.0,true,480,480,130797,230400,255/255/255/153,116.19/68.96/156.61/50.1,unsupported.composition.image_filter_dag,images/reference/imagefilters_xfermodes.png,images/generated/imagefilters_xfermodes.png,images/diff/imagefilters_xfermodes.png,
internal_links,internal_links,COMPOSITE,composite-src-over-basic,instrumented-existing,99.27228571428572,0.0,true,700,500,347453,350000,221/221/255/0,125.76/125.76/173.7/0.0,none,images/reference/internal_links.png,images/generated/internal_links.png,images/diff/internal_links.png,
lcdblendmodes,lcdblendmodes,COMPOSITE,composite-porter-duff,instrumented-existing,41.98462962962963,0.0,true,720,750,111320,540000,255/255/255/0,106.65/243.05/180.09/0.0,none,images/reference/lcdblendmodes.png,images/generated/lcdblendmodes.png,images/diff/lcdblendmodes.png,
lighting,lighting,COMPOSITE,composite-src-over-basic,instrumented-existing,35.48393021120294,0.0,true,660,660,154568,435600,255/255/255/0,69.85/74.74/62.09/0.0,none,images/reference/lighting.png,images/generated/lighting.png,images/diff/lighting.png,
localmatriximagefilter,localmatriximagefilter,COMPOSITE,composite-image-filter-gated,expected-unsupported,63.90478515625,0.0,true,640,640,265345,409600,255/255/255/0,7.78/197.17/197.17/0.0,unsupported.composition.image_filter_dag,images/reference/localmatriximagefilter.png,images/generated/localmatriximagefilter.png,images/diff/localmatriximagefilter.png,
luminosity_overflow,luminosity_overflow,COMPOSITE,composite-advanced-blend-gated,expected-unsupported,99.62158203125,0.0,true,256,256,65288,65536,11/11/11/0,5.5/5.5/5.5/0.0,unsupported.composition.advanced_blend,images/reference/luminosity_overflow.png,images/generated/luminosity_overflow.png,images/diff/luminosity_overflow.png,
matriximagefilter,matriximagefilter,COMPOSITE,composite-image-filter-gated,expected-unsupported,0.028571428571428574,0.0,true,420,100,10,42000,255/255/255/0,192.54/192.54/192.54/0.0,unsupported.composition.image_filter_dag,images/reference/matriximagefilter.png,images/generated/matriximagefilter.png,images/diff/matriximagefilter.png,
mixerCF,mixerCF,COMPOSITE,composite-src-over-basic,no-score,,0.0,,1200,900,,,0/0/0/0,0.0/0.0/0.0/0.0,none,images/reference/mixerCF.png,,,generated-render-missing
modecolorfilters,modecolorfilters,COMPOSITE,composite-color-filter-gated,instrumented-existing,14.703369140625,0.0,true,512,1024,77088,524288,255/255/255/0,98.25/84.17/97.06/0.0,none,images/reference/modecolorfilters.png,images/generated/modecolorfilters.png,images/diff/modecolorfilters.png,
modecolorfilters#2,modecolorfilters,COMPOSITE,composite-color-filter-gated,instrumented-existing,14.703369140625,0.0,true,512,1024,77088,524288,255/255/255/0,98.25/84.17/97.06/0.0,none,images/reference/modecolorfilters.png,images/generated/modecolorfilters.png,images/diff/modecolorfilters.png,
offsetimagefilter,offsetimagefilter,COMPOSITE,composite-image-filter-gated,expected-unsupported,62.68166666666667,0.0,true,600,100,45838,60000,255/170/245/0,117.88/92.29/84.31/0.0,unsupported.composition.image_filter_dag,images/reference/offsetimagefilter.png,images/generated/offsetimagefilter.png,images/diff/offsetimagefilter.png,
overdraw_canvas,overdraw_canvas,COMPOSITE,composite-overdraw-diagnostic,instrumented-existing,84.9812,0.0,true,500,500,212453,250000,255/255/255/0,22.16/81.26/80.32/0.0,none,images/reference/overdraw_canvas.png,images/generated/overdraw_canvas.png,images/diff/overdraw_canvas.png,
overdrawcolorfilter,overdrawcolorfilter,COMPOSITE,composite-color-filter-gated,instrumented-existing,12.5,10.0,true,200,400,10000,80000,128/128/128/0,55.29/72.71/55.86/0.0,none,images/reference/overdrawcolorfilter.png,images/generated/overdrawcolorfilter.png,images/diff/overdrawcolorfilter.png,
patch_alpha,patch_alpha,COMPOSITE,composite-atlas-or-vertices-gated,expected-unsupported,71.76333333333334,0.0,true,1500,1100,1184095,1650000,255/255/255/0,155.97/88.65/138.69/0.0,unsupported.composition.atlas_or_vertices,images/reference/patch_alpha.png,images/generated/patch_alpha.png,images/diff/patch_alpha.png,
patch_alpha_test,patch_alpha_test,COMPOSITE,composite-atlas-or-vertices-gated,expected-unsupported,41.78690909090909,0.0,true,550,250,57457,137500,255/255/255/0,15.04/95.04/95.04/0.0,unsupported.composition.atlas_or_vertices,images/reference/patch_alpha_test.png,images/generated/patch_alpha_test.png,images/diff/patch_alpha_test.png,
patch_image,patch_image,COMPOSITE,composite-atlas-or-vertices-gated,no-score,,0.0,,1500,1100,,,0/0/0/0,0.0/0.0/0.0/0.0,unsupported.composition.atlas_or_vertices,images/reference/patch_image.png,,,generated-render-missing
patch_image_persp,patch_image_persp,COMPOSITE,composite-atlas-or-vertices-gated,expected-unsupported,71.79842424242425,0.0,true,1500,1100,1184674,1650000,255/255/255/0,176.04/73.73/165.97/0.0,unsupported.composition.atlas_or_vertices,images/reference/patch_image_persp.png,images/generated/patch_image_persp.png,images/diff/patch_image_persp.png,
patch_primitive,patch_primitive,COMPOSITE,composite-atlas-or-vertices-gated,expected-unsupported,72.24490909090909,0.0,true,1500,1100,1192041,1650000,255/255/255/0,178.75/67.79/143.56/0.0,unsupported.composition.atlas_or_vertices,images/reference/patch_primitive.png,images/generated/patch_primitive.png,images/diff/patch_primitive.png,
perlinnoise,perlinnoise,COMPOSITE,composite-src-over-basic,instrumented-existing,48.72287390029326,0.0,true,220,620,66458,136400,192/199/184/0,57.7/56.43/57.67/0.0,none,images/reference/perlinnoise.png,images/generated/perlinnoise.png,images/diff/perlinnoise.png,
perlinnoise_layered,perlinnoise_layered,COMPOSITE,composite-save-layer-gated,expected-unsupported,0.0,0.0,true,500,500,0,250000,195/193/195/0,94.2/94.17/93.95/0.0,unsupported.composition.save_layer,images/reference/perlinnoise_layered.png,images/generated/perlinnoise_layered.png,images/diff/perlinnoise_layered.png,
perlinnoise_localmatrix,perlinnoise_localmatrix,COMPOSITE,composite-src-over-basic,instrumented-existing,62.5,0.0,true,640,480,192000,307200,155/142/148/0,63.54/64.3/64.41/0.0,none,images/reference/perlinnoise_localmatrix.png,images/generated/perlinnoise_localmatrix.png,images/diff/perlinnoise_localmatrix.png,
perlinnoise_rotated,perlinnoise_rotated,COMPOSITE,composite-src-over-basic,instrumented-existing,16.89914772727273,0.0,true,320,220,47115,70400,255/255/255/0,75.3/74.04/76.64/0.0,none,images/reference/perlinnoise_rotated.png,images/generated/perlinnoise_rotated.png,images/diff/perlinnoise_rotated.png,
PlusMergesAA,PlusMergesAA,COMPOSITE,composite-src-over-basic,instrumented-existing,69.482421875,0.0,true,256,256,45536,65536,240/240/0/0,147.65/10.04/0.0/0.0,none,images/reference/PlusMergesAA.png,images/generated/PlusMergesAA.png,images/diff/PlusMergesAA.png,
rasterallocator,rasterallocator,COMPOSITE,composite-src-over-basic,instrumented-existing,27.282222222222224,0.0,true,600,300,49108,180000,255/255/255/0,11.52/143.12/127.12/0.0,none,images/reference/rasterallocator.png,images/generated/rasterallocator.png,images/diff/rasterallocator.png,
recordopts,recordopts,COMPOSITE,composite-src-over-basic,instrumented-existing,0.0,0.0,true,102,765,0,78030,255/255/255/255,134.4/121.3/134.4/131.01,none,images/reference/recordopts.png,images/generated/recordopts.png,images/diff/recordopts.png,
rotate_imagefilter,rotate_imagefilter,COMPOSITE,composite-image-filter-gated,expected-unsupported,62.0692,0.0,true,500,500,154605,250000,255/255/255/0,232.33/232.33/232.33/0.0,unsupported.composition.image_filter_dag,images/reference/rotate_imagefilter.png,images/generated/rotate_imagefilter.png,images/diff/rotate_imagefilter.png,
runtimecolorfilter_vertices_atlas_and_patch,runtimecolorfilter_vertices_atlas_and_patch,COMPOSITE,composite-atlas-or-vertices-gated,no-score,,0.0,,404,404,,,0/0/0/0,0.0/0.0/0.0/0.0,unsupported.composition.atlas_or_vertices,images/reference/runtimecolorfilter_vertices_atlas_and_patch.png,,,generated-render-missing
gpusamplerstress,gpusamplerstress,COMPOSITE,composite-src-over-basic,instrumented-existing,99.24446614583333,0.0,true,640,480,304580,307200,255/255/255/0,184.4/183.66/107.01/0.0,none,images/reference/gpusamplerstress.png,images/generated/gpusamplerstress.png,images/diff/gpusamplerstress.png,
save_behind,save_behind,COMPOSITE,composite-src-over-basic,instrumented-existing,7.930228376191333,0.0,true,830,670,44100,556100,255/255/255/127,81.01/93.25/111.53/57.06,none,images/reference/save_behind.png,images/generated/save_behind.png,images/diff/save_behind.png,
savelayer_f16,savelayer_f16,COMPOSITE,composite-save-layer-gated,expected-unsupported,21.565555555555555,0.0,true,900,300,58227,270000,255/255/255/0,170.01/170.0/170.0/0.0,unsupported.composition.save_layer,images/reference/savelayer_f16.png,images/generated/savelayer_f16.png,images/diff/savelayer_f16.png,
savelayer_initfromprev,savelayer_initfromprev,COMPOSITE,composite-save-layer-gated,expected-unsupported,12.371826171875,0.0,true,256,256,8039,65536,246/254/255/0,75.19/82.8/106.81/0.0,unsupported.composition.save_layer,images/reference/savelayer_initfromprev.png,images/generated/savelayer_initfromprev.png,images/diff/savelayer_initfromprev.png,
shadermaskfilter_gradient,shadermaskfilter_gradient,COMPOSITE,composite-src-over-basic,instrumented-existing,81.62384033203125,0.0,true,512,512,213972,262144,0/255/255/0,0.0/130.53/130.53/0.0,none,images/reference/shadermaskfilter_gradient.png,images/generated/shadermaskfilter_gradient.png,images/diff/shadermaskfilter_gradient.png,
shadow_utils_gray,shadow_utils_gray,COMPOSITE,composite-src-over-basic,no-score,,0.0,,800,960,,,0/0/0/0,0.0/0.0/0.0/0.0,none,images/reference/shadow_utils_gray.png,,,generated-render-missing
shadow_utils_occl,shadow_utils_occl,COMPOSITE,composite-src-over-basic,no-score,,0.0,,800,960,,,0/0/0/0,0.0/0.0/0.0/0.0,none,images/reference/shadow_utils_occl.png,,,generated-render-missing
simple-offsetimagefilter,simple-offsetimagefilter,COMPOSITE,composite-image-filter-gated,expected-unsupported,84.66484375,0.0,true,640,200,108290,128000,255/200/255/0,71.55/66.31/49.46/0.0,unsupported.composition.image_filter_dag,images/reference/simple-offsetimagefilter.png,images/generated/simple-offsetimagefilter.png,images/diff/simple-offsetimagefilter.png,
sk3d_simple,sk3d_simple,COMPOSITE,composite-src-over-basic,instrumented-existing,52.285555555555554,0.0,true,300,300,47057,90000,136/255/255/0,63.77/154.11/197.96/0.0,none,images/reference/sk3d_simple.png,images/generated/sk3d_simple.png,images/diff/sk3d_simple.png,
skbug_14554,skbug_14554,COMPOSITE,composite-src-over-basic,instrumented-existing,41.75627240143369,0.0,true,310,630,81550,195300,143/147/154/0,73.82/77.8/85.24/0.0,none,images/reference/skbug_14554.png,images/generated/skbug_14554.png,images/diff/skbug_14554.png,
srcmode,srcmode,COMPOSITE,composite-src-over-basic,instrumented-existing,74.02898848684211,0.0,true,640,760,360077,486400,255/255/255/0,169.36/188.06/187.19/0.0,none,images/reference/srcmode.png,images/generated/srcmode.png,images/diff/srcmode.png,
srgb_colorfilter,srgb_colorfilter,COMPOSITE,composite-color-filter-gated,instrumented-existing,0.051371256510416664,0.0,true,512,768,194,393216,254/255/255/0,88.33/89.34/93.18/0.0,none,images/reference/srgb_colorfilter.png,images/generated/srgb_colorfilter.png,images/diff/srgb_colorfilter.png,
tablecolorfilter,tablecolorfilter,COMPOSITE,composite-color-filter-gated,instrumented-existing,39.10857142857142,0.0,true,700,1650,451704,1155000,255/255/255/0,80.67/71.3/71.29/0.0,none,images/reference/tablecolorfilter.png,images/generated/tablecolorfilter.png,images/diff/tablecolorfilter.png,
extractalpha,extractalpha,COMPOSITE,composite-src-over-basic,no-score,,0.0,,540,330,,,0/0/0/0,0.0/0.0/0.0/0.0,none,images/reference/extractalpha.png,,,generated-render-missing
tileimagefilter,tileimagefilter,COMPOSITE,composite-image-filter-gated,no-score,,0.0,,400,200,,,0/0/0/0,0.0/0.0/0.0/0.0,unsupported.composition.image_filter_dag,images/reference/tileimagefilter.png,,,generated-render-missing
transparency_check,transparency_check,COMPOSITE,composite-src-over-basic,instrumented-existing,0.8642836474867724,0.0,true,1792,1080,32272,1935360,164/164/164/0,70.49/70.49/70.49/0.0,none,images/reference/transparency_check.png,images/generated/transparency_check.png,images/diff/transparency_check.png,
xfermodeimagefilter,xfermodeimagefilter,COMPOSITE,composite-image-filter-gated,expected-unsupported,52.43404761904762,0.0,true,600,700,220152,420000,160/255/160/0,101.29/119.36/101.29/0.0,unsupported.composition.image_filter_dag,images/reference/xfermodeimagefilter.png,images/generated/xfermodeimagefilter.png,images/diff/xfermodeimagefilter.png,
xfermodes2,xfermodes2,COMPOSITE,composite-porter-duff,instrumented-existing,38.81318681318681,33.8,true,455,475,83856,216125,255/255/255/255,135.35/141.75/136.34/0.26,none,images/reference/xfermodes2.png,images/generated/xfermodes2.png,images/diff/xfermodes2.png,
xfermodes3,xfermodes3,COMPOSITE,composite-porter-duff,no-score,,0.0,,630,1215,,,0/0/0/0,0.0/0.0/0.0/0.0,none,images/reference/xfermodes3.png,,,generated-render-missing
xfermodes,xfermodes,COMPOSITE,composite-porter-duff,instrumented-existing,45.76813894031561,45.0,true,1990,570,517544,1134300,255/255/255/0,213.98/206.29/182.5/0.0,none,images/reference/xfermodes.png,images/generated/xfermodes.png,images/diff/xfermodes.png,
