rowId,name,family,subfamily,classification,similarity,minSimilarity,isPassing,width,height,matchingPixels,totalPixels,maxDiff,meanDiff,fallbackReason,referencePath,generatedPath,diffPath,noScoreCause
skbug_12212,skbug_12212,TEXT,text-basic-latin,instrumented-existing,0.0,0.0,true,400,400,0,160000,255/128/128/0,255.0/8.05/8.05/0.0,none,images/reference/skbug_12212.png,images/generated/skbug_12212.png,images/diff/skbug_12212.png,
skbug_257,skbug_257,TEXT,text-basic-latin,instrumented-existing,40.58113098144531,0.0,true,512,512,106381,262144,255/255/255/0,151.2/105.05/105.33/0.0,none,images/reference/skbug_257.png,images/generated/skbug_257.png,images/diff/skbug_257.png,
skbug_5321,skbug_5321,TEXT,text-basic-latin,instrumented-existing,94.9462890625,0.0,true,128,128,15556,16384,255/255/255/0,255.0/255.0/255.0/0.0,none,images/reference/skbug_5321.png,images/generated/skbug_5321.png,images/diff/skbug_5321.png,
skbug_8955,skbug_8955,TEXT,text-basic-latin,instrumented-existing,97.69,0.0,true,100,100,9769,10000,255/255/255/0,176.96/176.96/176.96/0.0,none,images/reference/skbug_8955.png,images/generated/skbug_8955.png,images/diff/skbug_8955.png,
slug,slug,TEXT,text-basic-latin,no-score,,0.0,,1000,480,,,0/0/0/0,0.0/0.0/0.0/0.0,none,images/reference/slug.png,,,generated-render-missing
stroketext,stroketext,TEXT,text-basic-latin,instrumented-existing,75.621875,75.0,true,1200,480,435582,576000,255/255/255/0,138.6/226.16/226.16/0.0,none,images/reference/stroketext.png,images/generated/stroketext.png,images/diff/stroketext.png,
stroketext_native,stroketext_native,TEXT,text-basic-latin,instrumented-existing,82.1098901098901,0.0,true,650,420,224160,273000,68/255/255/0,61.5/230.62/230.62/0.0,none,images/reference/stroketext_native.png,images/generated/stroketext_native.png,images/diff/stroketext_native.png,
surfaceprops,surfaceprops,TEXT,text-basic-latin,instrumented-existing,5.830555555555556,0.0,true,800,900,41980,720000,85/85/85/0,30.61/30.62/30.61/0.0,none,images/reference/surfaceprops.png,images/generated/surfaceprops.png,images/diff/surfaceprops.png,
textblobblockreordering,textblobblockreordering,TEXT,text-blob-gated,expected-unsupported,3.314545454545455,0.0,true,275,200,1823,55000,255/136/136/255,30.41/26.23/26.23/7.8,unsupported.text.glyph_cache,images/reference/textblobblockreordering.png,images/generated/textblobblockreordering.png,images/diff/textblobblockreordering.png,
textblobcolortrans,textblobcolortrans,TEXT,text-blob-gated,expected-unsupported,0.0,0.0,true,675,1600,0,1080000,128/127/128/0,24.62/24.58/24.62/0.0,unsupported.text.glyph_cache,images/reference/textblobcolortrans.png,images/generated/textblobcolortrans.png,images/diff/textblobcolortrans.png,
textblobgeometrychange,textblobgeometrychange,TEXT,text-blob-gated,expected-unsupported,91.9975,90.0,true,200,200,36799,40000,255/255/255/0,147.86/147.47/147.62/0.0,unsupported.text.glyph_cache,images/reference/textblobgeometrychange.png,images/generated/textblobgeometrychange.png,images/diff/textblobgeometrychange.png,
textblob,textblob,TEXT,text-blob-gated,expected-unsupported,87.21354166666667,86.5,true,640,480,267920,307200,255/255/255/0,220.01/220.01/28.58/0.0,unsupported.text.glyph_cache,images/reference/textblob.png,images/generated/textblob.png,images/diff/textblob.png,
textblob_intercepts,textblob_intercepts,TEXT,text-blob-gated,expected-unsupported,86.27393617021276,85.0,true,940,800,648780,752000,255/255/255/0,228.86/228.86/228.86/0.0,unsupported.text.glyph_cache,images/reference/textblob_intercepts.png,images/generated/textblob_intercepts.png,images/diff/textblob_intercepts.png,
textblobmixedsizes,textblobmixedsizes,TEXT,text-blob-gated,expected-unsupported,86.23213032581454,85.0,true,2100,1900,3440662,3990000,255/255/255/0,109.33/109.33/109.33/0.0,unsupported.text.glyph_cache,images/reference/textblobmixedsizes.png,images/generated/textblobmixedsizes.png,images/diff/textblobmixedsizes.png,
textblobrandomfont,textblobrandomfont,TEXT,text-blob-gated,no-score,,0.0,,2000,1600,,,0/0/0/0,0.0/0.0/0.0/0.0,unsupported.text.glyph_cache,,images/generated/textblobrandomfont.png,,reference-missing
textblobshader,textblobshader,TEXT,text-shader-or-gradient-gated,expected-unsupported,86.05859375,85.0,true,640,480,264372,307200,249/255/255/0,101.23/98.21/199.47/0.0,unsupported.text.shader_or_gradient,images/reference/textblobshader.png,images/generated/textblobshader.png,images/diff/textblobshader.png,
textblobtransforms,textblobtransforms,TEXT,text-blob-gated,expected-unsupported,0.0,0.0,true,1000,1200,0,1200000,128/128/128/0,17.46/17.46/17.46/0.0,unsupported.text.glyph_cache,images/reference/textblobtransforms.png,images/generated/textblobtransforms.png,images/diff/textblobtransforms.png,
textblobuseaftergpufree,textblobuseaftergpufree,TEXT,text-blob-gated,expected-unsupported,93.7775,90.0,true,200,200,37511,40000,255/255/255/0,162.43/162.43/162.43/0.0,unsupported.text.glyph_cache,images/reference/textblobuseaftergpufree.png,images/generated/textblobuseaftergpufree.png,images/diff/textblobuseaftergpufree.png,
fancyblobunderline,fancyblobunderline,TEXT,text-blob-gated,expected-unsupported,88.75612025068547,85.0,true,1480,1380,1812755,2042400,255/255/255/0,211.79/211.79/211.79/0.0,unsupported.text.glyph_cache,images/reference/fancyblobunderline.png,images/generated/fancyblobunderline.png,images/diff/fancyblobunderline.png,
textfilter_color,textfilter_color,TEXT,text-filter-or-blur-gated,expected-unsupported,80.49045138888889,75.0,true,512,342,140942,175104,255/255/255/0,209.94/209.81/160.8/0.0,unsupported.text.filter_or_blur,images/reference/textfilter_color.png,images/generated/textfilter_color.png,images/diff/textfilter_color.png,
textfilter_image,textfilter_image,TEXT,text-filter-or-blur-gated,expected-unsupported,72.7836028874269,65.0,true,512,342,127447,175104,255/255/255/0,149.34/149.29/149.29/0.0,unsupported.text.filter_or_blur,images/reference/textfilter_image.png,images/generated/textfilter_image.png,images/diff/textfilter_image.png,
text_scale_skew,text_scale_skew,TEXT,text-basic-latin,instrumented-existing,81.585693359375,80.0,true,256,128,26734,32768,255/255/255/0,167.58/167.58/167.58/0.0,none,images/reference/text_scale_skew.png,images/generated/text_scale_skew.png,images/diff/text_scale_skew.png,
typefacerendering,typefacerendering,TEXT,text-basic-latin,instrumented-existing,88.97395833333334,0.0,true,640,840,478324,537600,255/255/255/0,129.03/129.03/129.03/0.0,none,images/reference/typefacerendering.png,images/generated/typefacerendering.png,images/diff/typefacerendering.png,
typefacerendering_pfa,typefacerendering_pfa,TEXT,text-basic-latin,instrumented-existing,84.59877232142857,0.0,true,640,840,454803,537600,255/255/255/0,149.25/149.25/149.25/0.0,none,images/reference/typefacerendering_pfa.png,images/generated/typefacerendering_pfa.png,images/diff/typefacerendering_pfa.png,
typefacerendering_pfb,typefacerendering_pfb,TEXT,text-basic-latin,instrumented-existing,84.59877232142857,0.0,true,640,840,454803,537600,255/255/255/0,149.25/149.25/149.25/0.0,none,images/reference/typefacerendering_pfb.png,images/generated/typefacerendering_pfb.png,images/diff/typefacerendering_pfb.png,
typefacestyles,typefacestyles,TEXT,text-basic-latin,instrumented-existing,96.7705078125,0.0,true,640,480,297279,307200,255/255/255/0,194.23/194.23/194.23/0.0,none,images/reference/typefacestyles.png,images/generated/typefacestyles.png,images/diff/typefacestyles.png,
typefacestyles_kerning,typefacestyles_kerning,TEXT,text-basic-latin,instrumented-existing,95.103515625,0.0,true,640,480,292158,307200,255/255/255/0,197.23/197.23/197.23/0.0,none,images/reference/typefacestyles_kerning.png,images/generated/typefacestyles_kerning.png,images/diff/typefacestyles_kerning.png,
typeface_styling,typeface_styling,TEXT,text-basic-latin,instrumented-existing,83.89593114241002,0.0,true,710,360,214438,255600,255/255/255/0,180.48/180.48/219.28/0.0,none,images/reference/typeface_styling.png,images/generated/typeface_styling.png,images/diff/typeface_styling.png,
user_typeface,user_typeface,TEXT,text-basic-latin,instrumented-existing,80.64978695509669,0.0,true,810,452,295275,366120,255/255/255/0,147.64/126.32/147.64/0.0,none,images/reference/user_typeface.png,images/generated/user_typeface.png,images/diff/user_typeface.png,
variedtext,variedtext,TEXT,text-basic-latin,no-score,,0.0,,640,480,,,0/0/0/0,0.0/0.0/0.0/0.0,none,,images/generated/variedtext.png,,reference-missing
